tanggal,curah_hujan_mm,durasi_hujan_jam,status_banjir
2025-05-23,0.9,4.0,0
2025-05-24,11.5,10.0,0
2025-05-25,6.5,6.0,0
2025-05-26,9.0,6.0,0
2025-05-27,39.3,16.0,0
2025-05-28,1.9,5.0,0
2025-05-29,16.6,6.0,0
2025-05-30,15.1,13.0,0
2025-05-31,23.2,14.0,0
2025-06-01,8.9,15.0,0
2025-06-02,4.1,10.0,0
2025-06-03,4.9,11.0,0
2025-06-04,2.2,8.0,0
2025-06-05,7.6,9.0,0
2025-06-06,0.7,6.0,0
2025-06-07,15.3,18.0,0
2025-06-08,14.8,10.0,0
2025-06-09,0.8,5.0,0
2025-06-10,15.1,12.0,0
2025-06-11,2.6,11.0,0
2025-06-12,13.3,10.0,0
2025-06-13,7.9,7.0,0
2025-06-14,1.9,7.0,0
2025-06-15,0.3,2.0,0
2025-06-16,8.1,10.0,0
2025-06-17,2.3,8.0,0
2025-06-18,13.3,16.0,0
2025-06-19,14.2,12.0,0
2025-06-20,10.9,16.0,0
2025-06-21,2.9,5.0,0
2025-06-22,9.1,11.0,0
2025-06-23,14.6,8.0,0
2025-06-24,9.1,10.0,0
2025-06-25,19.5,8.0,0
2025-06-26,1.0,4.0,0
2025-06-27,8.4,6.0,0
2025-06-28,10.8,13.0,0
2025-06-29,1.3,5.0,0
2025-06-30,4.1,6.0,0
2025-07-01,0.5,1.0,0
2025-07-02,11.5,8.0,0
2025-07-03,0.8,3.0,0
2025-07-04,15.1,12.0,0
2025-07-05,14.5,11.0,0
2025-07-06,8.9,10.0,0
2025-07-07,23.4,19.0,0
2025-07-08,3.8,9.0,0
2025-07-09,2.1,5.0,0
2025-07-10,13.0,7.0,0
2025-07-11,4.3,9.0,0
2025-07-12,3.2,7.0,0
2025-07-13,1.4,5.0,0
2025-07-14,9.5,11.0,0
2025-07-15,6.8,11.0,0
2025-07-16,7.7,8.0,0
2025-07-17,7.1,17.0,0
2025-07-18,1.7,6.0,0
2025-07-19,1.6,9.0,0
2025-07-20,0.0,0.0,0
2025-07-21,0.1,1.0,0
2025-07-22,0.8,6.0,0
2025-07-23,0.5,4.0,0
2025-07-24,1.0,3.0,0
2025-07-25,6.1,9.0,0
2025-07-26,2.8,5.0,0
2025-07-27,4.5,2.0,0
2025-07-28,1.3,5.0,0
2025-07-29,0.1,1.0,0
2025-07-30,3.1,7.0,0
2025-07-31,3.8,7.0,0
2025-08-01,0.9,3.0,0
2025-08-02,4.1,10.0,0
2025-08-03,5.7,11.0,0
2025-08-04,22.0,17.0,0
2025-08-05,2.8,13.0,0
2025-08-06,12.4,7.0,0
2025-08-07,5.7,15.0,0
2025-08-08,2.0,9.0,0
2025-08-09,6.3,10.0,0
2025-08-10,24.9,13.0,0
2025-08-11,10.6,9.0,0
2025-08-12,20.8,15.0,0
2025-08-13,12.6,12.0,0
2025-08-14,17.9,11.0,0
2025-08-15,4.0,5.0,0
2025-08-16,15.4,12.0,0
2025-08-17,22.1,19.0,0
2025-08-18,5.8,9.0,0
2025-08-19,0.8,4.0,0
2025-08-20,21.7,16.0,0
2025-08-21,2.9,13.0,0
2025-08-22,1.2,5.0,0
2025-08-23,2.7,13.0,0
2025-08-24,0.8,6.0,0
2025-08-25,0.3,2.0,0
2025-08-26,1.2,7.0,0
2025-08-27,15.4,12.0,0
2025-08-28,12.9,12.0,0
2025-08-29,5.6,8.0,0
2025-08-30,2.1,7.0,0
2025-08-31,30.4,16.0,0
2025-09-01,4.6,10.0,0
2025-09-02,10.2,10.0,0
2025-09-03,15.2,11.0,0
2025-09-04,8.9,8.0,0
2025-09-05,14.8,15.0,0
2025-09-06,22.4,19.0,0
2025-09-07,14.5,12.0,0
2025-09-08,10.7,8.0,0
2025-09-09,10.4,15.0,0
2025-09-10,9.4,15.0,0
2025-09-11,24.6,16.0,0
2025-09-12,23.0,16.0,0
2025-09-13,4.1,11.0,0
2025-09-14,10.1,11.0,0
2025-09-15,3.3,11.0,0
2025-09-16,23.5,17.0,0
2025-09-17,8.0,13.0,0
2025-09-18,5.3,8.0,0
2025-09-19,4.0,3.0,0
2025-09-20,13.0,10.0,0
2025-09-21,5.9,5.0,0
2025-09-22,1.8,3.0,0
2025-09-23,3.9,5.0,0
2025-09-24,9.0,6.0,0
2025-09-25,9.6,12.0,0
2025-09-26,3.2,4.0,0
2025-09-27,10.8,7.0,0
2025-09-28,7.1,8.0,0
2025-09-29,7.1,9.0,0
2025-09-30,10.7,15.0,0
2025-10-01,7.2,10.0,0
2025-10-02,1.2,5.0,0
2025-10-03,7.3,11.0,0
2025-10-04,37.7,16.0,0
2025-10-05,1.2,4.0,0
2025-10-06,19.3,17.0,0
2025-10-07,2.2,3.0,0
2025-10-08,3.9,5.0,0
2025-10-09,0.8,1.0,0
2025-10-10,0.7,3.0,0
2025-10-11,0.5,4.0,0
2025-10-12,1.5,4.0,0
2025-10-13,14.9,13.0,0
2025-10-14,7.1,6.0,0
2025-10-15,0.5,4.0,0
2025-10-16,1.6,9.0,0
2025-10-17,0.8,6.0,0
2025-10-18,12.7,13.0,0
2025-10-19,7.3,10.0,0
2025-10-20,4.9,15.0,0
2025-10-21,4.2,10.0,0
2025-10-22,11.8,15.0,0
2025-10-23,6.3,11.0,0
2025-10-24,20.3,11.0,0
2025-10-25,23.1,11.0,0
2025-10-26,56.4,21.0,0
2025-10-27,13.0,14.0,0
2025-10-28,9.9,13.0,0
2025-10-29,7.0,9.0,0
2025-10-30,5.0,9.0,0
2025-10-31,0.8,5.0,0
2025-11-01,0.0,0.0,0
2025-11-02,3.7,10.0,0
2025-11-03,7.8,7.0,0
2025-11-04,8.1,6.0,0
2025-11-05,12.7,9.0,0
2025-11-06,20.9,13.0,0
2025-11-07,2.7,8.0,0
2025-11-08,6.6,5.0,0
2025-11-09,20.8,12.0,0
2025-11-10,1.2,2.0,0
2025-11-11,8.9,11.0,0
2025-11-12,12.1,13.0,0
2025-11-13,8.9,6.0,0
2025-11-14,12.6,8.0,0
2025-11-15,2.9,12.0,0
2025-11-16,12.0,15.0,0
2025-11-17,5.9,4.0,0
2025-11-18,10.8,15.0,0
2025-11-19,8.2,18.0,0
2025-11-20,4.5,9.0,0
2025-11-21,5.7,8.0,0
2025-11-22,13.4,13.0,0
2025-11-23,8.7,9.0,0
2025-11-24,24.9,16.0,0
2025-11-25,0.4,4.0,0
2025-11-26,5.5,6.0,0
2025-11-27,7.1,11.0,0
2025-11-28,8.8,6.0,0
2025-11-29,15.1,17.0,0
2025-11-30,6.6,11.0,0
2025-12-01,15.8,16.0,0
